File name,Radar name,Frequency,PRT,PRF,Pulsewidth,Receiving time,Dead time,Peak Power,Average Power,Instrumented Range,Range Resolution,Accuracy,Beamwidth,Hits per scan,Antenna Rotation,MTBCF,MTTR
karte036.en.html,Kontur-METEO-01,"9 345 ± 30 MHz
	(X-Band)",,400; 800; 1400 Hz,1.0; 2.0; 4.0 µs,,,5 kW,,600 km,,,3°,,,,
karte037.en.html,WR-10X,"9 410 ± 30 MHz
	(X-Band)",,1600; 800; 500 Hz,0.3; 0.6; 1.2 µs,,,10 kW,"4,8 … 6 W",108 km,30 … 60 m,,3°,,,,
karte038.en.html,WR-25XP,"9 410 ± 30 MHz
	(X-Band)",,1000; 750; 500 Hz,0.2; 0.4; 0.8 µs,,,25 kW,5 … 10 W,120 km,32 … 125 m,,2.5°,,,,
karte039.en.html,Meteor 50DX,"9.36 … 9.38 or
	9.30 … 9.35 GHz
	(X-Band)",,250 … 2 500 Hz,"0.33 … 2.0 or
	0.83 … 3.3 µs",,,75 kW,,120 km,,,1.3°,,1 … 6 rpm;3 rpm (typical),,
karte040.en.html,Ranger-X Series,,"9 200 … 9 700 MHz
	(X-Band)",,2100 … 2 500 Hz,0.4 … 100 µs,,,2×100 W,,,,,2.3°; 1.3° or 0.95°,,0 … 8 rpm,,
karte041.en.html,Mira-10,"9.2 … 9.5 GHz
	(X-Band)",,,0.1 … 0.4 µs,,,800 W,50 W,15 km,,,,,,,
karte042.en.html,Mira-35,"35.2 GHz
	(Ka-Band)",,2.5 … 10 kHz,0.1 … 0.4 µs,,,30 kW,60 W,58.8 km,15 … 60 m,,0.6° or 0.3°,,,,
karte043.en.html,SACR,X,,10 kHz,40 µs,,,20 kW,,20 km,,,1.2°,,,,
karte044.en.html,KASPR,"35.29 GHz
	(Ka-Band)",,,0.1 … 13 µs,,,10 or 100 W,,,15 … 200 m,,,,,,
karte045.en.html,NPOL,"2 700 … 2 900 MHz
	(S-Band)",,250 … 2 000 Hz,0.8 … 2 µs,,,850 kW,,,,0.1°,0.95°,,,,
karte046.en.html,QXP-120P,"9.3 … 9.5 GHz
	(X-Band)",,up to 20 kHz,,,,200 W,,120 km,15 m,± 0.1°,≤ 3°,,,,
karte047.en.html,Hydrix,"9.3 … 9.5 GHz
	(X-Band)",,2 000 … 250 Hz,0.25 … 2 µs,,,50 kW,,300 km,,,1.4°,,6 min⁻¹,,
karte048.en.html,E700XD,X-Band,,,,,,275 W,,,,,,,,,
karte049.en.html,E 750,"9.35 GHz
	(X-Band)",,500 … 2 000 Hz,1 … 80 µs,,,0.5 or 1 kW,,150 km,,< 0.1°,1.8°,,0 … 14 rpm,,
karte050.en.html,EWIS II,"5.61 GHz
	(C-Band)",,"250, 900 or 1200 Hz",0.58 or 2.0 µs,,,250 kW,,480 km,,,0.9°,,1 … 6 min⁻¹,,
karte051.en.html,BASTA,"94.95 GHz
	(W-Band)",80 or 160 µs,,,,,,,12 km,12.5 m,,0.4°,,,,
karte052.en.html,WR 2120,"9.4 GHz
	(X-Band)",,2 000 Hz,0.5 … 50 µs,,,2 × 100 W,,70 km,,,2.7°,,0.5 … 10 rpm,,
karte053.en.html,JMA-254,"2.7 … 2.9 GHz
	(S-Band)",,250 … 1 200 Hz,1; 2; 50 or 100 µs,,,10 kW,≤ 1 kW,450 km (@23 dBZ),,,≤ 1.7°,,0 … 6 rpm,,
karte054.en.html,JMA-540,"5.6 … 5.65 GHz
	(C-Band)",,250 … 1 200 Hz,1; 2; 50 or 100 µs,,,2 × 2.5 kW,2 × ≤ 250 W,400 km (@23 dBZ),,,≤ 1.1°,,0 … 6 rpm,,
karte055.en.html,JMA-912,"9.7 … 9.8 GHz
	(X-Band)",,≤ 2500 Hz,,,,2 × 125 W,,80 km (@23dBZ),,,,,,,
karte056.en.html,GMWR-400/1000-SST,,9 410 ± 30 MHz (X-Band),,200 … 3 000 Hz,0.5 … 2.0 μs and 40 … 100 μs,,,2 × 200 W,,100 km,75 m,,<2° or <1.3°,,,,
karte057.en.html,GMWR-25-SP,"9 410 ± 30 MHz
	(X-Band)",,650 or 1300 Hz,0.75 or 0.25 μs,,,25 kW,,150 km,,,,,,
karte058.en.html,QX-120,"9.3 … 9.5 GHz
	(X-Band)",,up to 10 kHz,,,,,2 × 20 W,120 km,,,≤ 1.5°,,0 … 6 rpm),,
karte059.en.html,MAARSY,"53.5 MHz
	(VHF-Band)",,≤ 30 kHz,≥ 0.33 μs,,,800 kW,,150 km,≥ 50 m,,3.6°,,,,
karte060.en.html,MP-PAWR,"9 425 MHz
	(X-Band)",,,,,,,,60 … 80 km,,,1.2°,,1 or 2 rpm,,
karte061.en.html,MRL-700,"5 625 MHz
	(C-Band)",,250 or 1 000 Hz,0.5; 1 or 2 µs,,,250 kW,,450 km,,,1°,,,,
karte062.en.html,WRK-200,"5.6 … 5.65 GHz
	(C-Band)",,250 … 2125 Hz,"0.5, 1.0, 2.0, 5.0 μs",,,250 kW,550 W,480 km,,,< 1°,,1 … 9 rpm,,
karte063.en.html,CAMRa,"3.0765 GHz
	(F-Band)",,610 Hz,0.5 µs,,,600 kW,183 W,246 km,,,0.28°,,max: 6 rpm,,
karte064.en.html,XPOL,"9 340 … 9 410 MHz
	(X-Band)",,,0.1 or 1 µs,,,25 kW,,120 km,15 or 150 m,,0.9°,,,,
karte001.en.html,“Freya” Radar,120 … 130 MHz,,500 Hz,3 µs,,,10 … 15 kW,,120 km,500 m,,,,,,
karte002.en.html,“Mammut” Radar,120 … 135 MHz,,,2 to 3.5 µs,,,200 kW,8 kW,200 km,300 m,,0.5°,,,
karte003.en.html,“Würzburg” Radar,"560 MHz
	(UHF-Band)",,3 750 Hz,,,,7 … 11 kW,,30 km,,± 15 m,,,,,
karte004.en.html,Würzburg Riese (Giant) radar,"560 MHz
	(UHF-Band)",,1 875 Hz,1 µs,,,,,50 … 70 km,,,,,,,
karte005.en.html,“Lichtenstein”,"90 MHz (3,3m)","1,1 ms;",900 Hz,"1...1,25 µs",,,"2,5 kW",,8 km,200 m,,,,,,
karte006.en.html,Jagdschloß Radar,"120 … 157, 157 … 250 MHz",,450 Hz ±15%,2 µs,,,"8 bis 20 kW,later 150 kW",,80 km,600 m,,8°,,10 rpm,,
karte007.en.html,Wassermann Radar,"125 … 158 MHz,158 … 250 MHz",,,,,,,,300 km,,±300 m,,,,,
karte008.en.html,RUS-1,"75 … 83 MHz
	(HF-Band)",,,,,,,300 W,35 … 50 km,,,60°,,,,
karte009.en.html,SCR-268,"205 MHz
	(VHF-Band)",244 µs,4 098 Hz,6 ±3 µs,6 ±3 µs,,75 kW,,22 mi (≙ 36 km),,"±183 m, ±1°",12°,,,,
karte010.en.html,SCR-527,"209 MHz
	(VHF-Band)",,400 Hz,1 µs,,,225 kW,90 W,220 km,,,,,,,
karte011.en.html,SC,,"220 MHz
	(VHF-Band)",,60 Hz,5 µs,,,100 kW,,30 mi(≙ 48 km),550 m,"±180 m, ±5°",25°,,(manually),,
karte012.en.html,Chain Home,20 to 50 MHz,"12,5 and 25 Hz;",20 µs,350 kWlater: 750 kW,up to 300 km,up to 190 km,,
karte013.en.html,H2S,3.3 GHz,,,,,,50 kW,,80 km,±300 m,,,,60 rpm,,
karte014.en.html,CXAM-1,200 to 400 MHz,,1 640 Hz,3 µs,,,15 kW,,,±275 m; ±3°,,14°,,5 rpm,,
karte015.en.html,Airfield Surveillance Radar ASR 3,2 700 - 2 900 MHz,833 µs,1 200 Hz,0.833 µs,,,500 kW,500 W,54 NM (≙ 100 km),410 ft (1/16 NM),,2.5 degrees,,25 rpm,,
karte016.en.html,SRE-LL,1250 - 1350 MHz,2.5 ms,400 Hz (staggered),2.5 µs,,,5 MW,9 kW,"200 nautical miles (  km)
range resolution:
< 400 m
accuracy:
 
beamwidth:
1°
hits per scan:
 
antenna rotation:
2 - 7.5 rpm
MTBCF:
 
MTTR:",< 400 m,,1°,,2 - 7.5 rpm,,
karte017.en.html,Precision Approach Radar AN/FPN-36,"9,000 - 9,160 MHz",,"1,500 Hz",0.18 to 0.6 µs,,,150 kW,,40 NM,,"Range: 170 ft or 1%
	Azimuth: 0.75°; 0.35°
	Elevation: 0.6°; 0.175°",,,,,
karte018.en.html,AN/FPS-6,,2 700 - 2 900 MHz,,300 - 405 Hz,2 µs,,,3.5 or4.5 MW,3.6 kW,200 NM(≙ 370 km),1000 ft,,"β: 3.2°, ε: 0.85°",,,,
karte019.en.html,AN/FPS-8,1 280 … 1 380 MHz,,360 Hz,3 µs,,,1 MW,"1,1 kW",220 NM (≙ 410 km),"¼ nautical mile, ±0,5 degrees","900 m, ±0,5°",2.5 degrees,,0 to 10 rpm.,,
karte020.en.html,AN/TPS-43,2 900 - 3 100 MHz,4 ms,250 Hz,6.5 µs,,,2.8	MW,6.7 kW,450 km,,,1.1°,,10 seconds (6 rpm.),,
karte021.en.html,AN/TPS-44,1.25 - 1.35 GHz,,267 - 800 Hz,1.4 - 4.2 µs,,,1 MW,up to 1.12 kW,,,,3.8°,,0 to 15 rpm.,,
karte022.en.html,Green Archer,9500 - 9700 MHz,,3.66 … 3.95 kHz,0.25 µs,,,60 kW,66 W,9.5 miles,220 ft,,,,,,
karte023.en.html,Type 80,2 980 … 3 020 MHz,3.7 ms,"235 … 300 Hz,nominally: 270 Hz","2 or 5 µsec,standard 2 µsec",ca. 3.4 ms,240 µs,"1 MW, later 2.5 MW",,200 NM (≙ 370 km),,,0.35°,,4 or 6 rpm,,
karte024.en.html,AN/MPS-16,5.2 … 5.3 GHz,,"300 … 364 Hz,nominally: 360 Hz",2.5 µs,,,1 MW,900 W,200 NM (≙  370 km),,,"β:2,4° ε:0,6°",,0 … 8 rpm,,
karte025.en.html,PAR-C,9 … 9.18 GHz,,"2,400 Hz",0.25 µs,,,35 kW,,10 NM (≙ 18.5 km),,,0.6°,,,,
karte026.en.html,AN/TPS-1E,1 220 … 1 350 MHz,,360 … 380 … 400 Hz,2.7 µs,,,500 kW,500 W,160 miles,,Range: ±(3% + 1 NM)Azimuth:±1°,3.4 to 4 degrees,,1 … 15 rpm,,
karte027.en.html,AN/FPS-7 Long-Range Search Radar,1250 to 1350 MHz,,,,,,,,270 NM (≙ 500 km),,,,,,,
karte028.en.html,AN/FPS-20,1 280 … 1 350 MHz,2 858 µs,350 Hz,2 µs,,,2 … 2.5 MW,4.35 … 6 KW,231 NM (≙ 428 km),1000 Yard,,1.3°,,"3.3, 5 or 10 rpm",,
karte029.en.html,MPR,E/F-Band,4 ms,250 pps,4 µs,3132 µs,800 µs,up to 20 MW,up to 40 kW,480 km,600 m,,0.45°,3,6 rpm,,
karte030.en.html,Fan Song E,"5,010 - 5,090 MHz and4,910 - 4,990 MHz",,"828 - 1,440 pps and
 1,656 - 2,880 pps","0,4 and 1,2 µs",,,1.5 MW,,75 and 150 km,60 m and 180 m,,7.5° · 1.5°,,,,
karte031.en.html,Anti-Aircraft-Tank “Gepard”,,E-Band,,,,,,,,16 km,,,,,60 rpm,,
karte032.en.html,Low Blow tracking and missile control radar,9 … 9.4 GHz,288 and 560 µs,"1,750 and 3,500 Hz",0.26 and 0.5 µs,,,210 kW,,40 and 80 km,30 m,,1°,,,,
karte033.en.html,Armored reconnaissance radar Rasit,X-Band,,,,,,3 kW,,40 km,,,,,1.5 rpm,,
karte034.en.html,RAVEN,I-Band,(FMCW-Radar),,,,,3 kW,20 W,20 km,,,,,"10, 15 and 20 rpm",,
karte035.en.html,FlaRakPanzer ROLAND,j-Band,,5 kHz,400 ns,,,10 kW,,16 km,,,,,,,
karte036.en.html,AN/TPQ-30 (CWAR “HAWK”),J-Band,,,,,,,400 W,70 km,,,,,20 rpm,,
karte037.en.html,AN/MPQ-46,X-Band,,,,,,,,,,,,,,,
karte038.en.html,AN/MPQ-33/39 Continuous Wave Illumination Radar (CWIR),"10 - 10.25 GHz
	 X-Band",none (CW-radar),125 W,,,
karte039.en.html,AN/MPQ-50 (PAR),C-Band,,,,,,1 kW,,100 km,,,,,20 rpm,,
karte040.en.html,AN/MPQ-34 (ROR),K-Band,,,,,,,,53 km,,,,,,,
karte041.en.html,Kabina 66 “Back Net”,F-Band,4 ms,60 to 1460 Hz,96 / 36 µs,up to 3 ms,ca. 50 µs,up to 1.5 MW,up to 32 kW,250 NM,450 ft,,1.1 to 1.7 degrees,1 - 8,5 rpm,,
karte042.en.html,Oborona “Tall King C”,"150 - 170 MHz
	(VHF-Band)",ca. 6 ms,ca. 180 pps,ca. 6 µs,ca. 5 ms;,,,,1 200 km,1 200 m,,,> 15,4 rpm,90 h,
karte043.en.html,P-3 “Dumbo”,VHF–Band,,,,,,55 kW,,120 km,2.5 km,,24°,,,,
karte044.en.html,P-8 “Knife Rest”,VHF-Band,,,,,,70 … 75 kW,,150 km,,,24°,,2 min⁻¹,,
karte045.en.html,P-10 “Knife Rest B”,VHF-Band,,100 Hz,4 or 12 µs,,,55 … 75 kW,,180 … 200 km,,,21 degrees,,0 … 6 rpm,,
karte046.en.html,P-12,"150 - 170 MHz
	 (lower VHF-Band)",2.77 milliseconds,345 Hz ±10%,6 µs,2.4 milliseconds,377 µs,160 to 250 kW,up to 540 watts,200 NM,½ NM,,8°,> 15,6 … 30 seconds(0 … 10 rpm.),,
karte047.en.html,P-14,150 to 170 MHz,5 or 10 milliseconds,100 or 200 Hz,10 µs,,,700 to 900 kW,800 watts,320 NM,0.8 nautical mile,,4°20' … 8°,>15,10 to 25 seconds (0 … 4 … 6 rpm.),,
karte048.en.html,P-15,830 … 882 MHz,2 to 4 ms,500 to 680 pps,2 µs,,,270 … 390 kW,270 W,200 km,300 m,,8°,> 15,6 rpm.,,
karte049.en.html,P-18 “Spoon Rest D”,150 … 170 MHz,2.77 ms,360 Hz,6 µs,2.4 ms,377 µs,160 … 260 kW,540 W,360 km,900 m,,6°,> 15,0 … 6 … 10 rpm,,
karte050.en.html,P- 19,830 … 882 MHz,500 or 600 Hz,"2,1 µs",,,,> 300 kW,,160 km,350 m,,"4,5°",,,,
karte051.en.html,P-37 “Bar Lock”,five frequencies in thesub-band 2 695 … 3 115 MHz,2.6 and 1.3 ms,375 and 750 pps,1.2 µs,,,5 · 700 kW,5 · 700 W,450 km,180 m,,2°,> 8,3 or 6 rpm,,
karte052.en.html,P-40 “Long Track”,2.2 to 2.3 GHz,2.5 or 1.25 ms,400 or 800 pps,2 × 2 microseconds,2.49 or 1.24 ms,none,up to 2	MW,2 … 3 kW,200 NM,900 ft,,1.5°,> 8,4 or 5,,
karte053.en.html, PRV-9 “Thin Skin A”,5 to 9 GHz,1.6 and 2.5 ms,400 and 800 pps,1 and 1.7 µs,,,700 kW,470 W,200 to 300 km,1.5 km,1.5°,0.4°,,,
karte054.en.html,PRV-10 “Rock Cake”,E-Band,,,2.7 … 3.2 µs,,,1.8 … 2 MW,,300 km,3 km,3° … 5°,1°,,,
karte055.en.html,PRV-11 “Side Net”,ca. 2.7 GHz,"3 and 1,3 ms",330 and 730 Hz,3 and 1.5 µs,,,1.2 MW,1.3 kW,up to 216 NM (≙ 400 km)td>,0.8 und 1.5 km,2°,1.2°,,,
karte056.en.html,PRV-13 “Odd Pair”,2.5 … 2.7 GHz,,400 Hz,1.5 and 3 µs,,,1.6 MW,1 kW,216 NM(400 km),,,,> 15,,
karte057.en.html,PRV-16,5 … 9 GHz,2.5 and 1.25 ms,400 and 800 Hz,1.75 µs,,,700 kW,490 … 560 W,162 NM (≙ 300 km),1.5 km,2.5°,0.5°,> 12,,
karte058.en.html,PRV-17,E-Band,,182 … 1460 pps,1.1 and 9 µs,,,> 2.5	MW,> 41 kW,600 km,1000 m,2.5°,1.15°,,,
karte059.en.html,ST-68U,"2 850 … 3 200 MHz
	(E/F-Band)",0.7 or 1.3 ms,750 or 1500 pps,6 or 12 µs,500 or 1000 µs,200 or 300 µs,up to 350 kW,up to 3.2 kW,150 or 75 km,600 m,"80 m; 0,45°","6,5°",3,6 or 12 rpm.,140 h,60 min
karte060.en.html,ST68UM “36D6”,"2 850 … 3 200 MHz
	(E/F-Band)",,,,,,350 kW,3 kW,200 km,250 m,,,,6 and 12 rpm.,,
karte061.en.html,P-30 “Big Mesh”,E/F–Band,,,,,,1 MW,50 kW,360 km,500 m,,"0,6 - 1,7°",,6 rpm,,
karte062.en.html,RSP-10 “Long Talk”,"1250 … 1350 MHz
	(D-Band)","550, 800 und 1075 Hz",1 oder 2 µs,230 kW,"45, 90 und 150 km",120 m,,3°
karte063.en.html,Precision Approach Radar made by TESLA / Pardubice,X-Band,,,0.45 µs,,,150 kW,,20 km,,,"β= 0,8°; ε= 0,6°",β= ±15°; ε= -1° … +9°,,,
karte064.en.html,Precision Approach Radar RSP–7 (“Two Spot”),"830 … 882 MHz (6 fixed frequencies in
	UHF-Band)","550, 800, 1075 Hz",2· 1 µs (frequency diversity),"45, 90, 150 km",150 m,,4°
karte065.en.html,DR-151,1 200 - 1 400 МHz,,,,,,,,30 NM,,,,,,,
karte066.en.html,DR-174,L-Band,,,110 µs,,,24 kW,,80 NM,,,"2,8°",3,,,
karte067.en.html,AN/FPS-17 Space Surveillance Radar,175 … 215 MHz (VHF-Band),,30 Hz,2000 µs,,,1.2 MW per beam,,,,,,,,,
karte068.en.html,AN/FPS-35,420 to 450 MHz (UHF-Band),,,,,,,,,,,,,,,
karte069.en.html,AN/CPS-4,2 700 … 2 900 MHz,1 575 µs,635 Hz,2 µs,,,750 kW,,90 NM,,,β= 4.7°; ε= 1.2°,,,,
karte070.en.html,Meteor 200,9 345 – 9 405 MHztyp.: 9 375 MHz,,1200 Hz and 250 Hz,0.5 µsec and 3 µsec,,,200 kW,140 W,100 km,440 m,,"1,06°",,4 rpm,,
karte071.en.html,GRS Telefunken,"1 325 MHz 
	(L-Band)",,500 pps,2 µsec,,,1 MW,,120 NM,,,1°,,6 rpm,,
karte072.en.html,TA-10,2 700 … 2 900 MHz,,1 000 Hz,1 µs,,,600 kW,,65 NM,150 m,,1.44°,,15 rpm,,
karte073.en.html,X-TAR 25,X-Band,,,,,,,,28 km,,,,,40/60 rpm,,
karte074.en.html,AN/TPS-10,9 230 to 9 404 MHz,,539 Hz,0.5 and 2 µsec,,,250 kW,,60/120 NM (≙ 110/220 km),,,,,,,
karte075.en.html,AN/SPS-10,"5 450 … 5 825 MHz
	(C-Band)",,625 … 650 Hz,0.25 µs (1.3 µs),,,190 kW (280 kW),,,"50 yds (275 yds)
	≙ 46 m (≙ 250 m)",,1.5 degrees,,15 rpm,,
karte076.en.html,Marconi S232,"500 … 610 MHz
	(UHF-Band)",,500 … 800 Hz,2 or 4 µs,,,50 kW,,,,,4°,,0.5 … 10 min⁻¹,,
karte077.en.html,PAR-T4,X-Band,,,,,,,,,,,,,,,
karte078.en.html,ZB 298,X-Band),,,,,,,,50 m to 10 km,,,,,,,
karte079.en.html,AN/FPS-3,L-Band,,400 Hz,,,,"1,5 MW",,320 km,,,,,"3.3, 5 or 10 rpm",,
karte080.en.html,51U6,"830 … 882 MHz
	(UHF-Band)",,,,,,,1 kW,150 km,450 m,300 m ; 1.2°,8°,,6 or 12 rpm,,
karte081.en.html,JY-9,S-Band,,790 … 850 Hz,20 µs,,,200 kW,3.4 kW,150 km,120 - 240 m,,"β= 1,5° ;ε= 40°",,6 or 12 rpm,> 500 h,
karte082.en.html,JY-14,"1 850 … 2 150 MHz (D/E-Band)
	2 300 … 2 500 MHz (E-Band)
	2 700 … 3 400 MHz (E/F-Band)",,,,,,,,390 NM (≙ 600 km),300 m,"±90 m,β= ±0.2°, altit.: ±400 m","β= 0.9°, ε= 20°",,6 rpm,> 4 150 h,"< 0,5 h"
karte083.en.html,YLC-4,"250 … 500 MHz
	(UHF-Band)",,,,,,40 kW,,410 km,,300 m; 0.5°,,,,> 500 h,< 0.5 h
karte084.en.html,Avia-D/Koren,"1 310 and 1 346 MHz
	(L-Band)",,≈1 kHz (5-fold staggered),1.2 µs,,,800 kW,900 W,200 km,300 m,1°; range: 1% of the displays scale,1.3°,,10 or 15 rpm,,
karte085.en.html,ZW06,"8 600 … 9 500 MHz
	(X-Band)",,,,,,60 kW,60 W,22 km,"10-20 m in the short pulse mode
	100 m in the long pulse mode",,0.9°,,24 rpm,,
karte086.en.html,AN/CPS-6,"2 700 … 3 019 MHz
	(S-Band)",,600 Hz or 300 Hz,1 µs or 2 µs,,,5 × 900 kW,,,,azimuth: 0.5°; height: 500 ft,1°,,2 to 15 rpm,,
karte087.en.html,TRS 3033 (Triton S),S-Band,,,,,,,,1.5 … 26.2 km,,30 m,,,40 rpm,,
karte088.en.html,TRS 3050 (Triton G),G-Band,,,,,,,,19 km,,,θε= 22°,,40 rpm,,
karte089.en.html,Type 791-A Precision Approach Radar,X-Band,,,,,,,,35 km,200 m,r= 60m; β= 0.5°; ε= 0.35°,both: 1.2°,,,,
karte090.en.html,REL-1,"1 220-1 350 MHz
	(L-Band)",,,,,,,,300 km,,,1.1°,,3 or 6 rpm,,
karte091.en.html,Marconi Type 7,"192 … 209 MHz
	(VHF-Band)",,300 … 540 Hz,3.5 or 8 µs,,,80 … 100 kW,,90 Miles (≙ 145 km),,,,,"0 … 8 rpm
	(normally 4 rpm)",,
karte092.en.html,AN/SPS-6,"1 250 … 1 350 MHz
	(L-Band)",,150 or 600 Hz,4 or 1 µs,,,500 … 750 kW,,,,,3.5°,,2.5; 5 to 15 rpm,,
karte093.en.html,AN/SPS-5,"6 275 … 6 575 MHz
	(later: 5 450 … 5 285 MHz)",,683 Hz,0.5 µs (later: 0.37 µs),,,285 kW,,30 NM (≙ 55 km),,,1.75°,,5 rpm,,
karte094.en.html,AN/FPS-18,"2 700 … 2 900 MHz
	(S-Band)",,1 200 Hz,1 µs,,,1 MW,1.2 kW,50 NM (≙ 93 km),,,1.4°,,5.33 rpm,,
karte095.en.html,AN/FPS-30,"570 … 630 MHz
	(lower L-Band)",2595 µs,385 Hz,4 or 52 µs,,,400 kW or 200 kW,4 kW or 616 W,200 NM (≙  370 km),620 m,±0.5°,2°,,,,
karte096.en.html,AN/TPN-18,"9.0 … 9.6 GHz
	(X-Band)",,1 200 Hz,0.2 or 0.8 µs,,,200 kW,,40 NM (≙ 74 km),,± 1%,1.3º (horizontal); 3.5º (vertical),1.1º (vertical); 3.4º (horizontal),,16 rpm,,
karte097.en.html,ASR 8,"2 700 - 2 900 MHz
	(S-Band)",,,,,,1.4 MW,,60 NM (≙ 111 km),,,,,,,
karte098.en.html,ASR 4,"2 700 … 2 900 MHz
	(S-Band)",,700 … 1200 Hz,0.8 µs,,,425 kW,300 … 400 W,60 NM (≙ 111 km),,,1.5°,,15 rpm,,
karte099.en.html,AN/FPS-27,"2 322 … 2 670 MHz
	(S-Band)",,226 … 288 Hz,6.5 µs,,,15 MW,30 kW,220 NM (≙ 410 km),,,,,5 rpm,,
karte100.en.html,Radar Type 1,"9 425 … 9 525 MHz
	(X-Band)",,1000 Hz,0.2 µs,,,30 kW,,27 NM (≙ 50 km),,1°,1.8°,,30 rpm,,
karte001.en.html,AN/CPS-5,"1 300 MHz 
	(L-Band)",,400 Hz,2 µs,,,750 kW,,210 NM (≙ 389 km),300 m,,,,"3.3, 5, 10 rpm",,
karte002.en.html,AN/MPN-1A,S-Band,,2 kHz,0.5 µs,,,80 kW,,30 NM (≙ 55 km),,,,,30 rpm,,
karte003.en.html,SCR-270,"104 … 112 MHz
	(VHF-Band)",,621 Hz,15 - 40 µs,,,100 kW,,250 stat. miles (≙ 400 km),,"4 stat. miles, 2 degrees",,,1 rpm,,
karte004.en.html,LN-66,9 375 MHz (X-Band),,"800, 1250, or 2500 Hz",0.5 or 0.9 µs,,,12 kW,6.25 W,75 NM (≙ 139 km),,,2.5°,,"22, 24 or 30 rpm",,
karte005.en.html,AN/CPS-1,"3 200 MHz 
	(S-Band)",,,,,,(700 kW ? ),,200 miles (≙ 322 km),,,0.8°,,10 rpm,,
karte006.en.html,AN/SPS-43,"200 MHz
	(VHF-Band)",,,,,,180 kW,,300 NM (≙ 555 km),,,7°,,,,
karte007.en.html,AN/SPS-39,"2 910 … 3 100 MHz 
	(E/F-Band)",,1 850 Hz or 925 Hz,2 or 4 µs,,,1 MW,,100 or 160 NM(≙ 185 or 296 km),,,1.1° × 2.25°,,6 or 15 rpm,,
karte008.en.html,AN/TPS-32,"2 905 … 3 080 MHz
	(S-Band)",1 090 … 3 772 µs,920 … 2 650 Hz,30 µs,,,2.2 MW,,300 NM (≙ 556 km),800 m,229 m; 0.5°,2.15°,,6 rpm,,
karte009.en.html,AN/SPS-53A,"9 345 … 9 405 MHz
	(X-Band)",,750 or 1500 Hz,0.1 or 0.5 µs,,,35 kW,,32 NM (≙ 60 km),,,1° or 1.6°,,15 rpm,,
karte010.en.html,AN/SPS-29,"215 … 225 MHz
	(VHF-Band)",,290 … 310 Hz,10 µs,,,750 kW,,250 NM (≙ 463 km),,,19°,,7.5 or 15 rpm,,
karte011.en.html,AN/FPS-49,"425 MHz ±5%
	(UHF-Band)",,27 Hz,2000 µs,,,5 MW,270 kW,5 000 km,,,2°,1,,,
karte012.en.html,AN/SPS-2,"1 250 … 1 350 MHz
	(L-Band)",4 166 µs,240 Hz,6 µs,,,7 MW,10 kW,330 NM (≙ 620 km),900 m,366 m,β= 1.3° ;ε= 2.5°,,,,
karte013.en.html,AN/SPS-12,"1 250 … 1 350 MHz
	(L-Band)",,300 or 600 Hz,"4 µs (for 300 Hz) or
	1 µs (for 600 Hz)",,,500 kW,,200 NM (≙  370 km),,,3°,,2.5 … 15 rpm,,
karte014.en.html,AN/SPN-11,"9 320 … 9 430 MHz
	(X-Band)",,1 000 Hz,0.4 µs,,,30 kW,12 W,20 NM (≙ 37 km),,,β=1.9°; ε=20°,,17 rpm,,
karte015.en.html,TMR MPDR 30/1,L-Band,,,,,,,,30 km (45 km),,,,,,300 hrs,
karte016.en.html,AN/PPS-4,"8 900 … 9 400 MHz
	(I-Band)",,5 kHz,0.2 µs,,,800 W,,,,35 m,6.5°,,,,
karte017.en.html,AN/TPQ-32,"2 905 … 3 080 MHz
	(S-Band)",,4 800 Hz,0.2 µs,,,5 kW,4.8 W,8 NM (≙ 15 km),,,2°,,6 rpm,,
karte018.en.html,WSR-57,"2 900 MHz
	(S-Band)",,164 or 545 Hz,0.5 or 4 µs,,,410 kW,,"5 … 125 NM
(≙ 9 … 230 km)",,,2°,,,,
karte019.en.html,AN/CPS-9,"9 200 … 9 400 MHz
	(X-Band)",,931 or 186 Hz,0.5 or 5 µs,,,250 kW,230 W,400 mi (≙ 644 km),,,1°,,,,
karte020.en.html,AN/TPS-65,"1 250 … 1 350 MHz
	(L-Band)",,,,,,100 kW,3 kW,160 NM (≙ 296 km),,,3°,,0 … 15 rpm,2 900 hrs,
karte021.en.html,AN/TPS-3,"590 … 610 MHz
	(UHF-Band)",5 ms,200 Hz,1.5 µs,,,200 kW,60 W,110 mi (≙ 176 km),,,10° … 12°,,5 rpm,,
karte022.en.html,AN/TPS-2,"400 MHz
	(UHF-Band)",,,,,,,,75 mi (≙ 120 km),,,,,,,
karte023.en.html,AN/TPS-25,"9 375 ±30 MHz 
	(X-Band)",,1850 Hz,0.5 µs,,,45 kW,43 W,80 km,259 ft,±0.15°,"10° (search) or 2° (track)
	(switchable)",,,,
karte024.en.html,AN/CPN-18,"2 700 … 2 900 MHz
	(S-Band)",,1 500 Hz (or 900 Hz),0.5 µs (or 1 µs),,,500 kW,,53 or 70 NM,,,,,10 rpm,,
karte025.en.html,AN/SPS-4,"5 450 … 5 825 MHz
	(C-Band)",,625 … 650 Hz,0.37 … 1.3 µs,,,180 kW,,20 NM (≙ 37 km),90 m,,1.7° … 2.3°,,5 or 15 rpm,,
